GeneID	Gene_name	Start	End	Strand	Expression	Gene_description	OperonID
Y75_p3356	recQ	3630110	3631939	-	23,89071038	ATP-dependent DNA helicase	174342
Y75_p3358	yigI	3633106	3633573	+	34,26495727	hypothetical protein	174343
Y75_p3359	rarD	3633625	3634515	+	28,76655443	chloramphenical resistance permease	174343
Y75_p3365	yigB	3639904	3640620	-	37,37238494	hydrolase	174344
Y75_p3366	xerC	3640620	3641516	-	51,08138239	site-specific tyrosine recombinase	174344
Y75_p3367	yigA	3641513	3642220	-	61,2019774	hypothetical protein	174344
Y75_p3368	dapF	3642217	3643041	-	63,74060606	diaminopimelate epimerase	174344
Y75_p3369	yifL	3643078	3643281	-	119,1715686	lipoprotein	174344
Y75_p3373	hemC	3647037	3647978	+	52,89384289	hydroxymethylbilane synthase	174345
Y75_p3374	hemD	3647975	3648715	+	49,49662618	uroporphyrinogen III synthase	174345
Y75_p3375	hemX	3648737	3649918	+	32,64128596	uroporphyrinogen III methylase	174345
Y75_p3376	hemY	3649921	3651117	+	34,30492899	protoheme IX synthesis protein	174345
Y75_p3380	rffM	3657107	3657847	-	22,85695007	UDP-N-acetyl-D-mannosaminuronic acid transferase	174346
Y75_p3381	wzyE	3657850	3659202	-	23,17738359	Wzy protein involved in ECA polysaccharide chain elongation	174346
Y75_p3382	rffT	3659199	3660278	-	30,54259259	TDP-Fuc4NAc:lipidII transferase	174346
Y75_p3383	wzxE	3660275	3661525	-	26,73141487	O-antigen translocase	174346
Y75_p3384	rffA	3661527	3662657	-	27,1025641	TDP-4-oxo-6-deoxy-D-glucose transaminase	174346
Y75_p3385	rffC	3662662	3663207	-	35,03851852	TDP-fucosamine acetyltransferase	174346
Y75_p3386	rffH	3663314	3664195	-	35,44331066	glucose-1-phosphate thymidylyltransferase	174347
Y75_p3387	rffG	3664214	3665281	-	31,62827715	dTDP-glucose 4,6-dehydratase	174347
Y75_p3388	rffD	3665281	3666543	-	36,07205067	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	174347
Y75_p3389	rffE	3666540	3667670	-	49,98054819	UDP-N-acetyl glucosamine-2-epimerase	174347
Y75_p3390	wzzE	3667726	3668772	-	49,50047755	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	174347
Y75_p3391	rfe	3668784	3669887	-	56,9365942	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	174347
Y75_p3403	ilvA	3680928	3682472	-	13,4815534	threonine deaminase	174348
Y75_p3404	ilvD	3682475	3684325	-	9,062128579	dihydroxyacid dehydratase	174348
Y75_p3405	ilvE	3684390	3685319	-	10,06989247	branched-chain amino-acid aminotransferase	174348
Y75_p3406	ilvM	3685339	3685602	-	10,66666667	acetolactate synthase II, small subunit	174348
Y75_p3412	yieP	3696476	3697168	+	32,84415584	transcriptional regulator	174349
Y75_p3413	hsrA	3697191	3698618	+	23,54621849	multidrug or homocysteine efflux system	174349
Y75_p3414	rbsR	3698584	3699576	-	53,8489426	DNA-binding transcriptional repressor	174350
Y75_p3415	rbsK	3699580	3700509	-	49,54516129	ribokinase	174350
Y75_p3416	rbsB	3700635	3701525	-	78,57239057	D-ribose transporter subunit	174351
Y75_p3417	rbsC	3701550	3702515	-	72,66252588	D-ribose transporter subunit	174351
Y75_p3418	rbsA	3702520	3704025	-	68,6626826	fused D-ribose transporter subunits and ATP-binding components ABC superfamily	174351
Y75_p3419	rbsD	3704033	3704452	-	184,8333333	cytoplasmic sugar-binding protein	174351
Y75_p3421	yieN	3706710	3708206	+	7,479625919	fused transcriptional regulators	174352
Y75_p3422	yieM	3708200	3709651	+	11,56749311	von Willibrand factor containing protein	174352
Y75_p3427	gidA	3712170	3714059	+	71,02857143	glucose-inhibited cell-division protein	174353
Y75_p3428	gidB	3714123	3714746	+	40,75801282	methyltransferase, glucose-inhibited cell-division protein	174353
Y75_p3429	atpI	3715363	3715743	+	258,2729659	ATP synthase, membrane-bound accesory subunit	174354
Y75_p3430	atpB	3715752	3716567	+	294,3394608	F0 sector of membrane-bound ATP synthase, subunit a	174354
Y75_p3431	atpE	3716614	3716853	+	362,6375	F0 sector of membrane-bound ATP synthase, subunit c	174354
Y75_p3432	atpF	3716915	3717385	+	391,0955414	F0 sector of membrane-bound ATP synthase, subunit b	174355
Y75_p3433	atpH	3717400	3717933	+	373,2191011	F1 sector of membrane-bound ATP synthase subunit delta	174355
Y75_p3434	atpA	3717946	3719487	+	209,1757458	F1 sector of membrane-bound ATP synthase subunit alpha	174355
Y75_p3435	atpG	3719538	3720401	+	251,4560185	F1 sector of membrane-bound ATP synthase subunit gamma	174355
Y75_p3436	atpD	3720428	3721810	+	168,3615329	F1 sector of membrane-bound ATP synthase subunit beta	174355
Y75_p3437	atpC	3721831	3722250	+	231,7238095	F1 sector of membrane-bound ATP synthase subunit epsilon	174355
Y75_p3440	pstS	3726278	3727318	+	22,34678194	phosphate transporter subunit	174356
Y75_p3441	pstC	3727405	3728364	+	15,17708333	phosphate transporter subunit	174356
Y75_p3442	pstA	3728364	3729254	+	8,112233446	phosphate transporter subunit	174356
Y75_p3443	pstB	3729437	3730210	+	13,06718346	phosphate transporter subunit	174357
Y75_p3444	phoU	3730225	3730950	+	20,50550964	DNA-binding transcriptional regulator	174357
Y75_p3446	bglF	3732206	3734083	+	55,76464324	PTS system beta-glucoside-specific transporter subunits IIABC	174358
Y75_p3447	bglB	3734102	3735514	+	1,196036801	cryptic phospho-beta-glucosidase B	174358
Y75_p3448	bglH	3735583	3737199	+	2,244897959	carbohydrate-specific outer membrane porin, cryptic	174358
Y75_p3449	yieL	3737199	3738395	+	2,017094017	xylanase	174358
Y75_p3450	yieK	3738410	3739132	+	4,39142462	6-phosphogluconolactonase	174358
Y75_p3451	cbrC	3739194	3739781	-	5,052721088	hypothetical protein	174359
Y75_p3452	yieI	3739830	3740297	-	6,771367521	inner membrane protein	174359
Y75_p3453	yieH	3740364	3741029	-	8,929429429	hydrolase	174359
Y75_p3455	yieF	3742585	3743151	-	24,31746032	chromate reductase, Class I, flavoprotein	174360
Y75_p3456	yieE	3743173	3743934	-	91,724	phosphopantetheinyl transferase	174360
Y75_p3459	yidZ	3745415	3746374	-	21,35833333	DNA-binding transcriptional regulator	174362
Y75_p3460	mdtL	3746349	3747524	-	4,526360544	multidrug efflux system protein	174362
Y75_p3467	yidC	3754815	3756461	-	165,6454159	cytoplasmic insertase into membrane protein, Sec system	174363
Y75_p3468	yidD	3756464	3756721	-	403,372093	hypothetical protein	174363
Y75_p3469	rnpA	3756685	3757044	-	1070,358333	protein C5 component of RNase P	174363
Y75_p3470	rpmH	3757061	3757201	-	569,8085106	50S ribosomal protein L34	174363
Y75_p3471	dnaA	3757808	3759211	+	99,16239316	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator	174364
Y75_p3472	dnaN	3759216	3760316	+	56,91734787	DNA polymerase III subunit beta	174364
Y75_p3473	recF	3760316	3761389	+	46,92178771	gap repair protein	174364
Y75_p3474	gyrB	3761418	3763832	+	73,76273292	DNA gyrase, subunit B	174364
Y75_p3478	dgoR	3766377	3767066	+	3,069565217	DNA-binding transcriptional regulator	174365
Y75_p3479	dgoK	3767063	3767941	+	3,767918089	2-oxo-3-deoxygalactonate kinase	174365
Y75_p3480	dgoA	3767925	3768542	+	1,65210356	2-oxo-3-deoxygalactonate 6-phosphate aldolase	174365
Y75_p3481	dgoD	3768539	3769687	+	1,919060052	galactonate dehydratase	174365
Y75_p3486	ibpA	3774115	3774528	+	67,53864734	heat shock chaperone	174366
Y75_p3487	ibpB	3774640	3775068	+	29,52913753	heat shock chaperone	174366
Y75_p3490	glvC	3777934	3779040	+	2,216450216	PTS system arbutin-specific transporter subunit IIC	174367
Y75_p3491	glvB	3779065	3779550	+	2,216450216	PTS system arbutin-specific transporter subunit IIB	174367
Y75_p3495	yidK	3781421	3783136	+	1,33974359	transporter	174368
Y75_p3496	yidJ	3783133	3784626	+	3,15394913	sulfatase/phosphatase	174368
Y75_p3498	yidH	3785230	3785577	+	6,123563218	inner membrane protein	174369
Y75_p3499	yidG	3785567	3785929	+	8,151515152	inner membrane protein	174369
Y75_p3500	yidF	3785926	3786423	+	27,07028112	DNA-binding transcriptional regulator	174369
Y75_p3502	ivbL	3788549	3788647	+	335,3838384	ilvB operon leader peptide	174370
Y75_p3503	ilvB	3788753	3790441	+	29,74718769	acetolactate synthase I, large subunit	174370
Y75_p3504	ilvN	3790445	3790735	+	27,27835052	acetolactate synthase I, small subunit	174370
Y75_p3505	uhpA	3790811	3791401	+	38,12521151	DNA-binding response regulator in two-component regulatory system wtih UhpB	174371
Y75_p3506	uhpB	3791401	3792903	+	22,72987359	sensory histidine kinase in two-component regulatory sytem with UhpA	174371
Y75_p3507	uhpC	3792913	3794232	+	12,80530303	membrane protein regulates uhpT expression	174371
Y75_p3510	yicO	3797748	3799082	+	0,965543071	xanthine/uracil permase	174372
Y75_p3511	yicN	3799135	3799587	+	20,65121413	hypothetical protein	174372
Y75_p3512	yicM	3799633	3800988	+	13,88413098	transporter	174372
Y75_p3517	yicJ	3805608	3806990	+	2,052783803	transporter	174373
Y75_p3518	yicI	3807000	3809318	+	4,10996119	alpha-glucosidase	174373
Y75_p3522	recG	3814246	3816327	-	34,11335255	ATP-dependent DNA helicase	174374
Y75_p3523	trmH	3816333	3817022	-	71,86086957	tRNA (Guanosine-2'-O-)-methyltransferase	174374
Y75_p3524	spoT	3817029	3819137	-	115,407302	bifunctional (p)ppGpp synthetase II/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	174374
Y75_p3525	rpoZ	3819156	3819431	-	152,3586957	RNA polymerase, omega subunit	174374
Y75_p3526	gmk	3819486	3820109	-	137,5288462	guanylate kinase	174374
Y75_p3534	dut	3827150	3827605	-	67,19298246	deoxyuridinetriphosphatase	174375
Y75_p3535	dfp	3827586	3828806	-	38,51105651	bifunctional 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase, FMN-binding	174375
Y75_p3537	rpmB	3829863	3830099	+	534,7257384	50S ribosomal protein L28	174376
Y75_p3538	rpmG	3830120	3830287	+	422,8035714	50S ribosomal protein L33	174376
Y75_p3540	coaD	3831233	3831712	-	43,08333333	pantetheine-phosphate adenylyltransferase	174377
Y75_p3541	kdtA	3831720	3832997	-	47,59467919	3-deoxy-D-manno-octulosonic-acid transferase	174377
Y75_p3542	rfaQ	3833439	3834473	+	24,57487923	lipopolysaccharide core biosynthesis protein	174378
Y75_p3543	rfaG	3834470	3835594	+	26,63288889	glucosyltransferase I	174378
Y75_p3544	rfaP	3835587	3836384	+	30,48496241	kinase that phosphorylates core heptose of lipopolysaccharide	174378
Y75_p3545	rfaS	3836421	3837356	+	27,74893162	lipopolysaccharide core biosynthesis protein	174378
Y75_p3546	rfaB	3837370	3838479	+	25,84351852	UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase	174378
Y75_p3547	rfaI	3838479	3839498	+	25,42156863	UDP-D-galactose:(glucosyl)lipopolysaccharide- alpha-1,3-D-galactosyltransferase	174378
Y75_p3548	rfaJ	3839538	3840554	+	18,74237955	UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase	174379
Y75_p3549	rfaY	3840572	3841270	+	26,80400572	lipopolysaccharide core biosynthesis protein	174379
Y75_p3550	rfaZ	3841341	3842192	+	23,68192488	lipopolysaccharide core biosynthesis protein	174379
Y75_p3551	rfaK	3842225	3843298	+	34,45810056	lipopolysaccharide core biosynthesis	174379
Y75_p3552	rfaL	3843330	3844589	-	36,17936508	O-antigen ligase	174380
Y75_p3553	rfaC	3844599	3845558	-	43,753125	ADP-heptose:LPS heptosyl transferase I	174380
Y75_p3554	rfaF	3845562	3846608	-	57,80515759	ADP-heptose:LPS heptosyltransferase II	174380
Y75_p3555	rfaD	3846618	3847550	-	67,84351554	ADP-L-glycero-D-mannoheptose-6-epimerase	174380
Y75_p3557	kbl	3848986	3850182	+	17,50877193	glycine C-acetyltransferase	174381
Y75_p3558	tdh	3850192	3851217	+	25,31189084	threonine 3-dehydrogenase	174381
Y75_p3560	yibQ	3852477	3853436	-	32,659375	polysaccharide deacetylase	174382
Y75_p3561	envC	3853440	3854699	-	161,2595238	protease with a role in cell division	174382
Y75_p3562	gpmI	3854733	3856277	-	9,198058252	phosphoglycero mutase III, cofactor-independent	174382
Y75_p3564	grxC	3857095	3857346	+	66,46031746	glutaredoxin 3	174383
Y75_p3565	secB	3857409	3857876	+	56,02991453	protein export chaperone	174383
Y75_p3566	gpsA	3857876	3858895	+	86,36960784	glycerol-3-phosphate dehydrogenase (NAD+)	174383
Y75_p3567	cysE	3858975	3859796	+	50,21167883	serine acetyltransferase	174383
Y75_p3569	lldD	3860520	3861710	-	78,30310663	L-lactate dehydrogenase, FMN-linked	174384
Y75_p3570	lldR	3861707	3862483	-	138,4375804	DNA-binding transcriptional repressor	174384
Y75_p3571	lldP	3862483	3864138	-	115,5778986	L-lactate permease	174384
Y75_p3574	mtlR	3865378	3865965	-	58,02721088	DNA-binding transcriptional repressor	174385
Y75_p3575	mtlD	3865965	3867113	-	11,7510879	mannitol-1-phosphate dehydrogenase	174385
Y75_p3577	yibI	3869793	3870155	+	3,402203857	inner membrane protein	174386
Y75_p3578	yibH	3870158	3871294	+	2,91292876	hypothetical protein	174386
Y75_p3580	yibJ	3873615	3874316	-	8,935449735	Rhs-family protein	174387
Y75_p3581	yibA	3874358	3875200	-	10,9430605	lyase containing HEAT-repeat	174387
Y75_p3582	rhsA	3875221	3879354	-	3,318093856	rhsA element core protein RshA	174387
Y75_p3584	selA	3880288	3881679	+	13,36494253	selenocysteine synthase	174388
Y75_p3585	selB	3881676	3883520	+	12,90135501	selenocysteinyl-tRNA-specific translation factor	174388
Y75_p3588	yiaW	3887109	3887432	+	1,200617284	inner membrane protein	174389
Y75_p3589	yiaV	3887438	3888574	+	4,084432718	membrane fusion protein (MFP) component of efflux pump, signal anchor	174389
Y75_p3592	sgbE	3890756	3891451	-	3,699712644	L-ribulose-5-phosphate 4-epimerase	174390
Y75_p3593	sgbU	3891445	3892305	-	0,858304297	L-xylulose 5-phosphate 3-epimerase	174390
Y75_p3594	sgbH	3892298	3892960	-	0,44494721	3-keto-L-gulonate 6-phosphate decarboxylase	174390
Y75_p3595	lyxK	3892957	3894453	-	1,977287909	L-xylulose kinase	174390
Y75_p3596	yiaO	3894457	3895443	-	0,618034448	transporter	174390
Y75_p3597	yiaN	3895456	3896733	-	1,589984351	transporter	174390
Y75_p3598	yiaM	3896736	3897209	-	1,008438819	transporter	174390
Y75_p3599	yiaL	3897327	3897794	-	1,583333333	hypothetical protein	174391
Y75_p3600	yiaK	3897806	3898804	-	0,800800801	2,3-diketo-L-gulonate dehydrogenase	174391
Y75_p3601	yiaJ	3899005	3899853	+	11,15429918	DNA-binding transcriptional repressor	174392
Y75_p3602	yiaI	3899955	3900428	+	74,092827	hydrogenase, 4Fe-4S ferredoxin-type component	174392
Y75_p3607	xylH	3906636	3907817	-	2,670050761	D-xylose transporter subunit	174393
Y75_p3608	xylG	3907795	3909336	-	5,56614786	D-xylose ABC transporter ATP-binding protein	174393
Y75_p3609	xylF	3909414	3910406	-	1,927492447	D-xylose transporter subunit	174393
Y75_p3616	glyQ	3916219	3917130	+	67,53070175	glycine tRNA synthetase subunit alpha	174394
Y75_p3617	glyS	3917140	3919209	+	49,23719807	glycine tRNA synthetase subunit beta	174394
Y75_p3618	insK	3919488	3920339	-	394,6866197	IS150 protein InsB	174395
Y75_p3619	insJ	3920336	3920857	-	304,1264368	IS150 protein InsA	174395
Y75_p3624	tiaE	3923253	3924227	-	43,75282051	2-keto-D-gluconate reductase	174396
Y75_p3625	yiaD	3924331	3924990	-	14,01363636	outer membrane lipoprotien	174396
Y75_p3627	yiaC	3927445	3927885	-	22,97959184	acyltransferase	174397
Y75_p3628	tag	3927882	3928445	-	7,44858156	3-methyl-adenine DNA glycosylase I	174397
Y75_p3633	dppB	3935747	3936766	+	478,8764706	dipeptide transporter	174398
Y75_p3634	dppC	3936776	3937678	+	453,6267996	dipeptide transporter	174398
Y75_p3635	dppD	3937689	3938672	+	281,3993902	dipeptide transporter	174398
Y75_p3636	dppF	3938669	3939673	+	165,521393	dipeptide transporter	174398
Y75_p3639	bcsG	3941644	3943323	-	16,21309524	inner membrane protein	174399
Y75_p3640	bcsF	3943320	3943511	-	33,32291667	hypothetical protein	174399
Y75_p3641	bcsE	3943508	3945079	-	38,79516539	hypothetical protein	174399
Y75_p3644	bcsA	3946301	3948919	+	8,379152348	cellulose synthase, catalytic subunit	174400
Y75_p3645	bcsB	3948930	3951269	+	5,909401709	regulator of cellulose synthase, cyclic di-GMP binding	174400
Y75_p3646	bcsZ	3951276	3952382	+	6,058717254	endo-1,4-D-glucanase	174400
Y75_p3647	bcsC	3952364	3955837	+	8,566781808	cellulose synthase subunit	174400
Y75_p3652	yhjH	3962350	3963117	+	3,884114583	EAL domain containing protein involved in flagellar function	174401
Y75_p3653	yhjG	3963172	3965247	+	4,112566715	outer membrane biogenesis protein	174401
Y75_p3655	yhjD	3967162	3968175	-	7,73964497	inner membrane protein	174402
Y75_p3656	yhjC	3968224	3969195	-	4,567777778	DNA-binding transcriptional regulator	174402
Y75_p3663	mdtF	3978010	3981123	-	5,269107258	multidrug transporter, RpoS-dependent	174403
Y75_p3664	mdtE	3981148	3982305	-	4,40328152	multidrug resistance efflux transporter	174403
Y75_p3674	arsC	3990875	3991300	-	4,075117371	arsenate reductase	174404
Y75_p3675	arsB	3991313	3992602	-	3,928682171	arsenite/antimonite transporter	174404
Y75_p3676	arsR	3992656	3993009	-	5,93220339	DNA-binding transcriptional regulator	174404
Y75_p3677	gor	3993886	3995238	-	24,77383592	glutathione oxidoreductase	174405
Y75_p3678	yhiR	3995310	3996152	-	28,71886121	DNA (exogenous) processing protein	174405
Y75_p3679	prlC	3996355	3998397	+	18,31179638	oligopeptidase A	174406
Y75_p3680	yhiQ	3998405	3999157	+	35,94289509	SAM-dependent methyltransferase	174406
Y75_p3690	yhiI	4010935	4012002	+	20,91198502	HlyD family secretion protein	174407
Y75_p3691	rbbA	4011999	4014734	+	10,7624269	fused ribosome-associated ATPases	174407
Y75_p3692	yhhJ	4014734	4015858	+	12,85866667	transporter subunit	174407
Y75_p3695	yhhH	4017755	4018138	-	3,309895833	hypothetical protein	174408
Y75_p3696	rhsB	4018110	4022345	-	3,859537299	rhsB element core protein RshB	174408
Y75_p3697	nikR	4022548	4022949	-	14,04726368	DNA-binding transcriptional regulator	174409
Y75_p3698	nikE	4022955	4023761	-	4,097893432	nickel transporter subunit	174409
Y75_p3699	nikD	4023758	4024522	-	3,321568627	nickel transporter subunit	174409
Y75_p3700	nikC	4024522	4025355	-	1,351318945	nickel transporter subunit	174409
Y75_p3701	nikB	4025352	4026296	-	2,212698413	nickel transporter subunit	174409
Y75_p3702	nikA	4026296	4027870	-	3,61968254	nickel transporter subunit	174409
Y75_p3703	acpT	4027981	4028568	-	40,0170068	holo-(acyl carrier protein) synthase 2	174410
Y75_p3704	yhhT	4028623	4029672	-	2,783809524	inner membrane protein	174410
Y75_p3706	dcrB	4031025	4031582	-	91,33512545	hypothetical protein	174411
Y75_p3707	yhhQ	4031655	4032320	-	20,71021021	inner membrane protein	174411
Y75_p3709	zntA	4032888	4035086	-	27,63301501	zinc, cobalt and lead efflux system	174412
Y75_p3710	yhhN	4035160	4035786	-	28,42105263	inner membrane protein	174412
Y75_p3712	yhhL	4036289	4036558	-	38,94444444	inner membrane protein	174413
Y75_p3713	yhhF	4036548	4037144	-	19,99832496	methyltransferase	174413
Y75_p3714	ftsY	4037294	4038787	+	55,3253012	fused Signal Recognition Particle (SRP) receptor	174414
Y75_p3715	ftsE	4038790	4039458	+	69,88938715	transporter subunit	174414
Y75_p3716	ftsX	4039451	4040509	+	42,71576959	transporter subunit	174414
Y75_p3720	livK	4043977	4045086	+	3,958558559	leucine transporter subunit	174415
Y75_p3721	livH	4045134	4046060	+	2,86407767	leucine/isoleucine/valine transporter subunit	174415
Y75_p3722	livM	4046057	4047334	+	3,228482003	leucine/isoleucine/valine transporter subunit	174415
Y75_p3723	livG	4047331	4048098	+	3,227864583	leucine/isoleucine/valine transporter subunit	174415
Y75_p3724	livF	4048100	4048813	+	6,827731092	leucine/isoleucine/valine transporter subunit	174415
Y75_p3725	ugpB	4049212	4050528	+	3,721336371	glycerol-3-phosphate transporter subunit	174416
Y75_p3726	ugpA	4050626	4051513	+	2,093468468	glycerol-3-phosphate transporter subunit	174416
Y75_p3727	ugpE	4051510	4052355	+	1,371158392	glycerol-3-phosphate transporter subunit	174416
Y75_p3728	ugpC	4052357	4053427	+	3,49859944	glycerol-3-phosphate transporter subunit	174416
Y75_p3729	ugpQ	4053424	4054167	+	18,63037634	glycerophosphodiester phosphodiesterase, cytosolic	174416
Y75_p3735	yrhA	4058083	4058496	-	39,97484277	hypothetical protein	174417
Y75_p3736	yhhZ	4058496	4059674	-	1,017811705	hypothetical protein	174417
Y75_p3741	gntK	4063945	4064472	+	14,56628788	gluconate kinase 2	174418
Y75_p3742	gntU	4064476	4065816	+	10,81133482	gluconate transporter, low affinity GNT 1 system	174418
Y75_p3745	glgB	4068035	4070221	+	24,38088706	1,4-alpha-glucan branching protein	174419
Y75_p3746	glgX	4070218	4072191	+	18,17122594	glycogen debranching enzyme	174419
Y75_p3747	glgC	4072209	4073504	+	20,25617284	glucose-1-phosphate adenylyltransferase	174419
Y75_p3748	glgA	4073504	4074937	+	24,71827057	glycogen synthase	174419
Y75_p3749	glgP	4074956	4077403	+	36,56740196	glycogen phosphorylase	174419
Y75_p3752	glpE	4079714	4080040	+	52,06422018	thiosulfate:cyanide sulfurtransferase	174420
Y75_p3753	glpG	4080085	4080915	+	59,83273165	intramembrane serine protease	174420
Y75_p3754	glpR	4080932	4081690	+	46,05797101	DNA-binding transcriptional repressor	174420
Y75_p3756	rtcB	4083459	4084685	+	1,858190709	hypothetical protein	174421
Y75_p3757	rtcA	4084689	4085705	+	13,15929204	RNA 3'-terminal phosphate cyclase	174421
Y75_p3759	malP	4089065	4091458	+	6,200918964	maltodextrin phosphorylase	174422
Y75_p3760	malQ	4091468	4093552	+	8,023501199	4-alpha-glucanotransferase	174422
Y75_p3762	gntY	4095339	4095914	-	55,42881944	gluconate transport associated protein	174423
Y75_p3763	gntX	4095973	4096656	-	15,79678363	gluconate periplasmic binding protein with phosphoribosyltransferase domain, GNT I system	174423
Y75_p3766	yhgG	4098574	4098810	-	14,16455696	DNA-binding transcriptional regulator	174424
Y75_p3767	feoB	4098810	4101131	-	6,559431525	fused ferrous iron transporter, protein B	174424
Y75_p3768	feoA	4101148	4101375	-	12,09210526	ferrous iron transporter, protein A	174424
Y75_p3771	ompR	4104954	4105673	+	27,75277778	DNA-binding response regulator in two-component regulatory system with EnvZ	174425
Y75_p3772	envZ	4105670	4107022	+	25,77974871	sensory histidine kinase in two-component regulatory system with OmpR	174425
Y75_p3775	hslO	4110886	4111764	-	33,82707622	heat shock protein Hsp33	174426
Y75_p3776	hslR	4111789	4112190	-	29,82089552	ribosome-associated heat shock protein Hsp15	174426
Y75_p3777	yrfG	4112201	4112869	-	26,20328849	hydrolase	174426
Y75_p3778	yrfF	4112934	4115069	-	32,01310861	inner membrane protein	174426
Y75_p3781	yrfD	4118787	4119566	+	2,882051282	pilus assembly protein	174427
Y75_p3782	yrfC	4119566	4120105	+	1,477777778	fimbrial assembly protein	174427
Y75_p3783	yrfB	4120089	4120529	+	1,390022676	membrane protein	174427
Y75_p3784	yrfA	4120519	4120923	+	1,866666667	hypothetical protein	174427
Y75_p3785	hofQ	4120835	4122073	+	2,407586764	fimbrial transporter	174427
Y75_p3786	aroK	4122474	4122995	+	137,4923372	shikimate kinase I	174428
Y75_p3787	aroB	4123052	4124140	+	110,7392103	3-dehydroquinate synthase	174428
Y75_p3788	damX	4124232	4125518	+	73,50505051	hypothetical protein	174428
Y75_p3789	dam	4125625	4126461	+	91,4265233	DNA adenine methylase	174428
Y75_p3790	rpe	4126479	4127156	+	48,98082596	D-ribulose-5-phosphate 3-epimerase	174428
Y75_p3791	gph	4127149	4127907	+	28,46903821	phosphoglycolate phosphatase	174428
Y75_p3792	trpS	4127900	4128904	+	42,5761194	tryptophanyl-tRNA synthetase	174428
Y75_p3793	yhfZ	4129194	4130099	+	5,06401766	hypothetical protein	174429
Y75_p3794	yhfY	4130116	4130478	+	7,652892562	hypothetical protein	174429
Y75_p3795	yhfX	4130562	4131725	+	1,018041237	amino acid racemase	174429
Y75_p3796	yhfW	4131725	4132951	+	1,060309698	mutase	174429
Y75_p3797	php	4132948	4133826	+	6,147895336	hydrolase	174429
Y75_p3798	yhfU	4133837	4134190	+	5,807909605	hypothetical protein	174429
Y75_p3799	yhfT	4134202	4135506	+	2,438314176	inner membrane protein	174429
Y75_p3800	yhfS	4135518	4136603	+	4,08839779	hypothetical protein	174429
Y75_p3802	frlD	4137586	4138371	-	3,069974555	fructoselysine 6-kinase	174430
Y75_p3803	frlC	4138368	4139198	-	1,410348977	isomerase	174430
Y75_p3804	frlB	4139248	4140270	-	1,681329423	fructoselysine-6-P-deglycase	174430
Y75_p3805	frlA	4140291	4141628	-	0,859491779	fructoselysine transporter	174430
Y75_p3807	cysG	4142337	4143710	-	16,95633188	fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase/siroheme ferrochelatase and uroporphyrinogen methyltransferase	174431
Y75_p3808	nirC	4143729	4144535	-	2,3866171	nitrite transporter	174431
Y75_p3809	nirD	4144661	4144987	-	2,489296636	nitrite reductase, NAD(P)H-binding, small subunit	174432
Y75_p3810	nirB	4144984	4147527	-	3,284198113	nitrite reductase, large subunit, NAD(P)H-binding	174432
Y75_p3813	yhfG	4149918	4150085	+	25,67857143	hypothetical protein	174433
Y75_p3814	fic	4150075	4150677	+	8,177446103	stationary-phase protein, cell division	174433
Y75_p3815	pabA	4150709	4151272	+	10,35815603	aminodeoxychorismate synthase, subunit II	174433
Y75_p3816	argD	4151358	4152578	+	19,04750205	bifunctional acetylornithine aminotransferase/succinyldiaminopimelate aminotransferase	174433
Y75_p3817	yhfK	4152645	4154747	-	74,20922492	inner membrane protein	174434
Y75_p3818	crp	4154786	4155418	-	231,9194313	DNA-binding transcriptional dual regulator	174434
Y75_p3820	prkB	4156179	4157048	-	30,86781609	phosphoribulokinase	174435
Y75_p3821	yheU	4157102	4157320	-	28,8630137	hypothetical protein	174435
Y75_p3822	yheT	4157314	4158336	-	18,95210166	hydrolase	174435
Y75_p3823	yheS	4158336	4160249	-	24,85214211	ABC transporter ATP-binding protein	174435
Y75_p3824	kefG	4160377	4160931	+	42,27747748	component of potassium effux complex with KefB	174436
Y75_p3825	kefB	4160931	4162736	+	19,56146179	potassium:proton antiporter	174436
Y75_p3826	yheV	4162746	4162946	+	26,72636816	hypothetical protein	174436
Y75_p3830	yheO	4165098	4165820	+	25,93222683	DNA-binding transcriptional regulator	174437
Y75_p3831	yheN	4165820	4166206	+	22,85529716	intracellular sulfur oxidation protein	174437
Y75_p3832	yheM	4166206	4166565	+	27,07222222	intraceullular sulfur oxidation protein	174437
Y75_p3833	yheL	4166573	4166860	+	30,39930556	intracellular sulfur oxidation protein	174437
Y75_p3834	rpsL	4166986	4167360	+	366,4826667	30S ribosomal protein S12	174438
Y75_p3835	rpsG	4167457	4167996	+	514,9740741	30S ribosomal protein S7	174438
Y75_p3836	fusA	4168024	4170138	+	341,2368794	protein chain elongation factor EF-G	174438
Y75_p3837	tufA	4170209	4171393	+	545,7983122	protein chain elongation factor EF-Tu	174438
Y75_p3841	gspO	4175318	4175995	-	13,28466077	bifunctional prepilin leader peptidase/methylase	174439
