TU_ID	Gene_name	Start	End	Strand	Expression	Gene_description
1109	valUXY-lysV	2527492	2527896	+	100	valUXY-lysV
1110	xapR	2528057	2529073	-	100	xapR
1111	xapR	2527902	2529073	-	100	xapR
1112	xapR	2528057	2529131	-	100	xapR
1113	xapR	2527902	2529131	-	100	xapR
1114	xapAB	2529266	2531478	-	100	xapAB
1115	ligA-ypeB	2534509	2536769	-	100	ligA-ypeB
1116	cysK	2538912	2539992	+	100	cysK
1117	cysK	2538945	2539992	+	100	cysK
1118	ptsHI-crr	2540066	2542948	+	100	ptsHI-crr
1119	ptsHI-crr	2540069	2542948	+	100	ptsHI-crr
1120	ptsHI-crr	2540075	2542948	+	100	ptsHI-crr
1121	ptsHI-crr	2540169	2542948	+	100	ptsHI-crr
1122	ptsHI-crr	2540176	2542948	+	100	ptsHI-crr
1123	crr	2542048	2542948	+	100	crr
1124	crr	2542178	2542948	+	100	crr
1125	yfeKS	2543883	2545051	+	100	yfeKS
1126	pdxK	2542954	2543887	-	100	pdxK
1127	cysPUWAM	2545240	2550125	-	100	cysPUWAM
1128	ucpA	2550400	2551232	-	100	ucpA
1129	ucpA	2550400	2551239	-	100	ucpA
1130	murQP	2552301	2554665	+	100	murQP
1131	murQP	2552309	2554665	+	100	murQP
1132	murR	2551320	2552361	-	100	murR
1133	yfeYX	2556214	2557811	-	100	yfeYX
1134	amiA-hemF	2558809	2560692	+	100	amiA-hemF
1135	hemF	2559773	2560692	+	100	hemF
1136	talA-tktB	2578348	2581417	+	100	talA-tktB
1137	talA-tktB	2578366	2581417	+	100	talA-tktB
1138	talA	2578386	2579394	+	100	talA
1139	tktB	2579086	2581417	+	100	tktB
1140	narQ	2585355	2587209	+	100	narQ
1141	acrD	2587253	2590486	+	100	acrD
1142	acrD	2587328	2590486	+	100	acrD
1143	ypfM	2590585	2590748	-	100	ypfM
1144	dapE-ypfN	2591338	2592740	+	100	dapE-ypfN
1145	purC	2596683	2597559	-	100	purC
1146	bamC	2597581	2598792	-	100	bamC
1147	dapA-bamC	2597581	2599562	-	100	dapA-bamC
1148	gcvR	2599584	2600256	+	100	gcvR
1149	gcvR	2599657	2600256	+	100	gcvR
1150	bcp	2600215	2600726	+	100	bcp
1151	hyfABCDEFGHIJR-focB	2600949	2614560	+	100	hyfABCDEFGHIJR-focB
1152	bepA-yfgD	2615804	2617715	+	100	bepA-yfgD
1153	bepA-yfgD	2615846	2617715	+	100	bepA-yfgD
1154	upp-uraA	2618649	2620687	-	100	upp-uraA
1155	purMN	2620931	2622650	+	100	purMN
1156	ppk-ppx	2622755	2626434	+	100	ppk-ppx
1157	pdeF	2626473	2628809	-	100	pdeF
1158	yfgG	2629031	2629259	+	100	yfgG
1159	guaBA	2630684	2633885	-	100	guaBA
1160	xseA	2633975	2635380	+	100	xseA
1161	bamB-der	2635662	2638753	-	100	bamB-der
1162	yfgM	2638441	2639148	-	100	yfgM
1163	yfgM	2638441	2639180	-	100	yfgM
1164	yfgM	2638441	2639211	-	100	yfgM
1165	hisS	2639079	2640420	-	100	hisS
1166	yfhM-pbpC	2644791	2652102	-	100	yfhM-pbpC
1167	mstA	2652169	2653117	+	100	mstA
1168	hscBA-fdx-iscX	2656284	2659302	-	100	hscBA-fdx-iscX
1169	iscRSUA	2659341	2661977	-	100	iscRSUA
1170	csiE	2665179	2666493	+	100	csiE
1171	hcaR	2667784	2668742	-	100	hcaR
1172	hcaEFCBD	2668760	2673027	+	100	hcaEFCBD
1173	glyA	2683853	2685352	-	100	glyA
1174	hmp	2685575	2686803	+	100	hmp
1175	glnB	2686848	2687219	-	100	glnB
1176	glnB	2686848	2687281	-	100	glnB
1177	glnB	2686848	2687304	-	100	glnB
1178	glrK	2689449	2690901	-	100	glrK
1179	glmY	2690935	2691118	-	100	glmY
1180	glmY	2690935	2691118	-	100	glmY
1181	purL	2691434	2695367	-	100	purL
1182	mltF	2695545	2697135	+	100	mltF
1183	pgpC-tadA	2697132	2698416	-	100	pgpC-tadA
1184	shoB	2699895	2700069	-	100	shoB
1185	ohsC	2700296	2700374	+	100	ohsC
1186	pdxJ-acpS	2700396	2701591	-	100	pdxJ-acpS
1187	rnc-era	2702259	2704001	-	100	rnc-era
1188	rnc-era-recO-pdxJ-acpS	2700396	2704001	-	100	rnc-era-recO-pdxJ-acpS
1189	lepAB	2704113	2706974	-	100	lepAB
1190	rseABC	2707100	2709410	-	100	rseABC
1191	rpoE-rseABC	2707100	2709865	-	100	rpoE-rseABC
1192	rpoE-rseABC	2707100	2709943	-	100	rpoE-rseABC
1193	rseD-rpoE-rseABC	2707100	2709964	-	100	rseD-rpoE-rseABC
1194	rseD-rpoE-rseABC	2707100	2710008	-	100	rseD-rpoE-rseABC
1195	rseD-rpoE-rseABC	2707100	2710117	-	100	rseD-rpoE-rseABC
1196	nadB	2710135	2711820	+	100	nadB
1197	rseD-rpoE-rseABC	2707100	2710171	-	100	rseD-rpoE-rseABC
1198	grcA	2715844	2716284	-	100	grcA
1199	grcA	2715844	2716301	-	100	grcA
1200	ung	2716516	2717221	+	100	ung
1201	trxC	2718453	2718932	+	100	trxC
1202	patZ	2719709	2722391	+	100	patZ
1203	rrsG-gltW-rrlG-rrfG	2725847	2731110	-	100	rrsG-gltW-rrlG-rrfG
1204	rrsG-gltW-rrlG-rrfG	2725847	2731226	-	100	rrsG-gltW-rrlG-rrfG
1205	clpB	2731378	2733983	-	100	clpB
1206	ryfD	2733931	2734073	-	100	ryfD
1207	bamD	2735739	2736661	+	100	bamD
1208	bamD	2735784	2736661	+	100	bamD
1209	raiA	2736882	2737273	+	100	raiA
1210	pheLA	2737357	2738718	+	100	pheLA
1211	aroF-tyrA	2738690	2740979	-	100	aroF-tyrA
1212	yfiR-dgcN-yfiB	2741602	2743885	+	100	yfiR-dgcN-yfiB
1213	rpsP-rimM-trmD-rplS	2743961	2746032	-	100	rpsP-rimM-trmD-rplS
1214	ffh	2745987	2747631	-	100	ffh
1215	grpE	2749893	2750525	-	100	grpE
1216	recN	2751537	2753234	+	100	recN
1217	bamE	2753264	2753724	+	100	bamE
1218	ssrA	2755364	2755733	+	100	ssrA
1219	rnlAB	2765672	2767133	+	100	rnlAB
1220	rnlA	2765684	2766769	+	100	rnlA
1221	rnlB	2766485	2767133	+	100	rnlB
1222	rnlB	2766638	2767133	+	100	rnlB
1223	ypjB	2783416	2784596	-	100	ypjB
1224	csiD-lhgO-gabDTP	2788705	2795431	+	100	csiD-lhgO-gabDTP
1225	gabDTP	2790690	2795431	+	100	gabDTP
1226	gabDTP	2790950	2795431	+	100	gabDTP
1227	kbp	2796115	2796592	-	100	kbp
1228	yqaE	2796648	2796863	-	100	yqaE
1229	yqaE-kbp	2796115	2796863	-	100	yqaE-kbp
1230	stpA	2797869	2798314	-	100	stpA
1231	stpA	2797869	2798334	-	100	stpA
1232	stpA	2797869	2798356	-	100	stpA
1233	alaE	2798862	2799391	+	100	alaE
1234	ygaM	2799899	2800253	+	100	ygaM
1235	ygaC	2799428	2800368	-	100	ygaC
1236	nrdHIEF	2800434	2804239	+	100	nrdHIEF
1237	proVWX	2804341	2807902	+	100	proVWX
1238	proVWX	2804377	2807902	+	100	proVWX
1239	proVWX	2804533	2807902	+	100	proVWX
1240	mprA-emrAB	2810525	2813932	+	100	mprA-emrAB
1241	micA	2814580	2814651	+	100	micA
1242	luxS	2813996	2814594	-	100	luxS
1243	luxS	2813996	2814843	-	100	luxS
1244	serV-argVYZQ	2817562	2818475	-	100	serV-argVYZQ
1245	csrA	2818739	2818967	-	100	csrA
1246	csrA	2818739	2818976	-	100	csrA
1247	csrA	2818739	2819051	-	100	csrA
1248	csrA	2818739	2819148	-	100	csrA
1249	csrA	2818739	2819151	-	100	csrA
1250	alaS	2819159	2821868	-	100	alaS
1251	recAX	2821917	2823597	-	100	recAX
1252	recA	2822448	2823597	-	100	recA
1253	pncC	2823627	2824172	-	100	pncC
1254	srlAEBD-gutM-srlR-gutQ	2825569	2830556	+	100	srlAEBD-gutM-srlR-gutQ
1255	srlR	2828638	2829598	+	100	srlR
1256	norR	2830553	2832085	-	100	norR
1257	norVW	2832217	2834823	+	100	norVW
1258	hypF	2834951	2837792	-	100	hypF
1259	hypF	2834951	2837883	-	100	hypF
1260	hydN-hypF	2834951	2837910	-	100	hydN-hypF
1261	ascFB	2839207	2842192	+	100	ascFB
1262	ascB	2840720	2842192	+	100	ascB
1263	hycABCDEFGHI	2842255	2850239	-	100	hycABCDEFGHI
1264	hypABCDE	2850405	2854099	+	100	hypABCDE
1265	hypABCDE-fhlA	2850405	2856194	+	100	hypABCDE-fhlA
1266	hypBCDE	2850617	2854099	+	100	hypBCDE
1267	hypBCDE-fhlA	2850617	2856194	+	100	hypBCDE-fhlA
1268	ygbA	2856231	2856606	-	100	ygbA
1269	mutS	2856797	2859432	+	100	mutS
1270	ygbK	2861975	2863279	+	100	ygbK
1271	rpoS	2866337	2867345	-	100	rpoS
1272	rpoS	2866337	2867385	-	100	rpoS
1273	rpoS	2866337	2867432	-	100	rpoS
1274	rpoS	2866337	2867502	-	100	rpoS
1275	rpoS	2866337	2867896	-	100	rpoS
1276	nlpD-rpoS	2866337	2868560	-	100	nlpD-rpoS
1277	nlpD-rpoS	2866337	2868607	-	100	nlpD-rpoS
1278	umpG-pcm	2868671	2870464	-	100	umpG-pcm
1279	cysDNC	2873012	2876146	-	100	cysDNC
1280	cas2	2878347	2878693	-	100	cas2
1281	casABCDE12	2878347	2884097	-	100	casABCDE12
1282	cysJIH	2887356	2891742	-	100	cysJIH
1283	eno	2906421	2907746	-	100	eno
1284	eno	2906421	2907796	-	100	eno
1285	eno	2906421	2907930	-	100	eno
1286	eno	2906421	2908452	-	100	eno
1287	eno	2906421	2908480	-	100	eno
1288	eno	2906421	2908624	-	100	eno
1289	pyrG-eno	2906421	2909491	-	100	pyrG-eno
1290	pyrG-eno	2906421	2909495	-	100	pyrG-eno
1291	pyrG-eno	2906421	2909575	-	100	pyrG-eno
1292	mazEFG	2909672	2911133	-	100	mazEFG
1293	mazEFG	2909672	2911146	-	100	mazEFG
1294	relA	2911195	2913478	-	100	relA
1295	relA-mazEF	2910534	2913607	-	100	relA-mazEF
1296	relA-mazEF	2910534	2914055	-	100	relA-mazEF
1297	relA	2911195	2914096	-	100	relA
1298	rlmD	2913477	2914821	-	100	rlmD
1299	csrB	2923944	2924302	-	100	csrB
1300	queF	2925099	2925974	+	100	queF
1301	fucAO	2931643	2933632	-	100	fucAO
1302	fucPIKUR	2933897	2939877	+	100	fucPIKUR
1303	gcvA	2941428	2942417	-	100	gcvA
1304	gcvB	2942474	2942678	+	100	gcvB
1305	metZWV	2947160	2947495	+	100	metZWV
1306	metZWV	2947160	2947534	+	100	metZWV
1307	argA	2948934	2950351	+	100	argA
1308	ptrA	2955774	2958789	-	100	ptrA
1309	ptrA-recBD	2950413	2958789	-	100	ptrA-recBD
1310	recC	2958838	2962285	-	100	recC
1311	ppdAB-ygdB-ppdC-recC	2958838	2963998	-	100	ppdAB-ygdB-ppdC-recC
1312	thyA	2964098	2965032	-	100	thyA
1313	lgt-thyA	2964098	2965899	-	100	lgt-thyA
1314	lgt	2964844	2965899	-	100	lgt
1315	rppH-ptsP	2965966	2968771	-	100	rppH-ptsP
1316	omrA	2975880	2975967	-	100	omrA
1317	omrB	2976082	2976163	-	100	omrB
1318	galR	2976347	2977408	+	100	galR
1319	lysR	2978728	2979734	+	100	lysR
1320	lysA	2977415	2978729	-	100	lysA
1321	araE	2980542	2981986	-	100	araE
1322	araE-ygeA	2979721	2981986	-	100	araE-ygeA
1323	ygeH	2991657	2993248	+	100	ygeH
1324	glyU	2998762	2998842	-	100	glyU
1325	xdhABC	3000035	3003746	+	100	xdhABC
1326	xdhABC	3000043	3003746	+	100	xdhABC
1327	ygeV	3003786	3005625	-	100	ygeV
1328	ygfK-ssnA	3015770	3020267	+	100	ygfK-ssnA
1329	ssnA	3018728	3020300	+	100	ssnA
1330	dsbC	3037890	3038612	-	100	dsbC
1331	dsbC-recJ-prfB	3034962	3039411	-	100	dsbC-recJ-prfB
1332	fldB	3039600	3040154	+	100	fldB
1333	xerD-dsbC-recJ	3036151	3039629	-	100	xerD-dsbC-recJ
1334	sdhE-ygfX	3040194	3040877	-	100	sdhE-ygfX
1335	ygfZ	3041060	3042071	+	100	ygfZ
1336	gcvTHP	3045904	3050550	-	100	gcvTHP
1337	ygfB-pepP-ubiHI	3050826	3055251	-	100	ygfB-pepP-ubiHI
1338	ssrS-fau	3055537	3056567	+	100	ssrS-fau
1339	ssrS	3055537	3056061	+	100	ssrS
1340	ssrS-fau	3055752	3056567	+	100	ssrS-fau
1341	ssrS	3055752	3056061	+	100	ssrS
1342	sibC	3056629	3056769	+	100	sibC
1343	serA	3056956	3058234	-	100	serA
1344	serA	3056956	3058327	-	100	serA
1345	rpiA	3058422	3059131	-	100	rpiA
1346	argP	3059508	3060458	+	100	argP
1347	yggE	3067118	3067904	-	100	yggE
1348	yggE	3067118	3067963	-	100	yggE
1349	argO	3067951	3068614	-	100	argO
1350	mscS	3068725	3069649	-	100	mscS
1351	pgk	3071209	3072426	-	100	pgk
1352	pgk-fbaA	3069943	3072426	-	100	pgk-fbaA
1353	pgk	3071209	3072513	-	100	pgk
1354	pgk-fbaA	3069943	3072513	-	100	pgk-fbaA
1355	pgk-fbaA	3069943	3072635	-	100	pgk-fbaA
1356	pgk	3071209	3072635	-	100	pgk
1357	epd-pgk	3071209	3073601	-	100	epd-pgk
1358	epd-pgk-fbaA	3069943	3073601	-	100	epd-pgk-fbaA
1359	tktA	3079422	3081485	-	100	tktA
1360	loiP	3081670	3082449	+	100	loiP
1361	speB	3082655	3083724	-	100	speB
1362	speAB	3082655	3085826	-	100	speAB
1363	metK	3086355	3087638	+	100	metK
1364	galP	3088033	3089456	+	100	galP
1365	endA	3090053	3090901	+	100	endA
1366	endA	3090053	3090890	+	100	endA
1367	endA	3090105	3090901	+	100	endA
1368	endA	3090105	3090890	+	100	endA
1369	rdgB-yggW	3096398	3098181	+	100	rdgB-yggW
1370	ansB	3099432	3100529	-	100	ansB
1371	ansB	3099432	3100568	-	100	ansB
1372	yggN	3100682	3101418	-	100	yggN
1373	yggN	3100682	3101522	-	100	yggN
1374	yggN	3100682	3101576	-	100	yggN
1375	mutY-yggX-mltC-nupG	3102689	3106748	+	100	mutY-yggX-mltC-nupG
1376	mutY-yggX	3102689	3104146	+	100	mutY-yggX
1377	mutY-yggX-mltC	3102689	3105290	+	100	mutY-yggX-mltC
1378	mutY-yggX-mltC-nupG	3102766	3106748	+	100	mutY-yggX-mltC-nupG
1379	mutY-yggX	3102766	3104146	+	100	mutY-yggX
1380	mutY-yggX-mltC	3102766	3105290	+	100	mutY-yggX-mltC
1381	yggX-mltC-nupG	3103771	3106748	+	100	yggX-mltC-nupG
1382	yggX	3103771	3104146	+	100	yggX
1383	yggX-mltC	3103771	3105290	+	100	yggX-mltC
1384	nupG	3105429	3106748	+	100	nupG
1385	speC	3106798	3108953	-	100	speC
1386	pheV	3110143	3110255	+	100	pheV
1387	yghF	3111832	3112677	-	100	yghF
1388	glcDEFGBA	3119375	3127854	-	100	glcDEFGBA
1389	glcC	3127984	3128814	+	100	glcC
1390	pitB	3134650	3136181	-	100	pitB
1391	gss	3136441	3138388	-	100	gss
1392	yghU	3138478	3139371	+	100	yghU
1393	hybOABCDEFG	3139494	3146141	-	100	hybOABCDEFG
1394	exbD	3150330	3151168	-	100	exbD
1395	exbBD	3150330	3151792	-	100	exbBD
1396	metC	3151853	3153201	+	100	metC
1397	yghB	3153307	3154000	+	100	yghB
1398	yqhD-dkgA	3155080	3157228	+	100	yqhD-dkgA
1399	dkgA	3156349	3157228	+	100	dkgA
1400	yqhG	3157323	3158354	+	100	yqhG
1401	mqsRA	3167629	3168340	-	100	mqsRA
1402	mqsRA	3167629	3168431	-	100	mqsRA
1403	qseBC	3169527	3171611	+	100	qseBC
1404	qseBC	3169579	3171611	+	100	qseBC
1405	ygiZ	3171657	3172101	-	100	ygiZ
1406	tolC-ygiABC	3177782	3181359	+	100	tolC-ygiABC
1407	tolC-ygiABC	3177790	3181359	+	100	tolC-ygiABC
1408	tolC-ygiABC	3177840	3181359	+	100	tolC-ygiABC
1409	tolC-ygiABC	3177852	3181359	+	100	tolC-ygiABC
1410	zupT	3182211	3183101	+	100	zupT
1411	sroG-ribB	3184256	3184496	-	100	sroG-ribB
1412	insC-5CD-5D-5-yqiGHI	3185818	3191474	+	100	insC-5CD-5D-5-yqiGHI
1413	glgS	3191494	3191780	-	100	glgS
1414	glgS	3191494	3191790	-	100	glgS
1415	sibD	3194499	3194643	-	100	sibD
1416	sibE	3194875	3195018	-	100	sibE
1417	ygiM-cca	3200820	3202907	+	100	ygiM-cca
1418	ygiM	3200882	3201605	+	100	ygiM
1419	bacA	3203088	3203953	-	100	bacA
1420	ttdR	3205102	3206158	-	100	ttdR
1421	ttdABT	3206202	3209265	+	100	ttdABT
1422	rpsU-dnaG-rpoD	3210424	3214740	+	100	rpsU-dnaG-rpoD
1423	rpsU	3210424	3210850	+	100	rpsU
1424	rpsU-dnaG-rpoD	3210490	3214740	+	100	rpsU-dnaG-rpoD
1425	rpsU-dnaG-rpoD	3210513	3214740	+	100	rpsU-dnaG-rpoD
1426	rpoD	3212251	3214740	+	100	rpoD
1427	rpoD	3212415	3214740	+	100	rpoD
1428	rpoD	3212466	3214740	+	100	rpoD
1429	rpoD	3212471	3214666	+	100	rpoD
1430	ileX	3215375	3215451	+	100	ileX
1431	yqjH	3215505	3216316	-	100	yqjH
1432	yqjI	3216531	3217180	+	100	yqjI
1433	aer	3217334	3218898	-	100	aer
1434	patA	3219236	3220651	+	100	patA
1435	ebgR	3221215	3222227	+	100	ebgR
1436	ebgAC	3222329	3225949	+	100	ebgAC
1437	fadH	3231402	3233461	+	100	fadH
1438	higBA	3233506	3234258	-	100	higBA
1439	ygjR	3237060	3238075	+	100	ygjR
1440	sstT	3239641	3240966	+	100	sstT
1441	uxaCA	3241605	3244621	-	100	uxaCA
1442	uxaCA	3241605	3244635	-	100	uxaCA
1443	exuT	3244780	3246300	+	100	exuT
1444	exuT	3244821	3246300	+	100	exuT
1445	exuR	3246396	3247206	+	100	exuR
1446	yqjA-mzrA	3247326	3248600	+	100	yqjA-mzrA
1447	yqjA-mzrA	3247421	3248600	+	100	yqjA-mzrA
1448	tdcABCDEFG	3263451	3268070	-	100	tdcABCDEFG
1449	rnpB	3270939	3271569	-	100	rnpB
1450	rnpB	3271052	3271569	-	100	rnpB
1451	rnpB	3271165	3271569	-	100	rnpB
1452	garPLRK-rnpB	3270936	3275911	-	100	garPLRK-rnpB
1453	prlF-yhaV	3277949	3278778	+	100	prlF-yhaV
1454	agaR	3278833	3279680	-	100	agaR
1455	kbaZ-agaVWA	3279843	3282602	+	100	kbaZ-agaVWA
1456	agaS-kbaY-agaBCDI	3282866	3288002	+	100	agaS-kbaY-agaBCDI
1457	yraP	3297049	3297961	+	100	yraP
1458	yraP	3297326	3297961	+	100	yraP
1459	yraR	3299188	3299874	-	100	yraR
1460	yhbTS	3301232	3302278	-	100	yhbTS
1461	yhbTS	3301232	3302345	-	100	yhbTS
1462	mtr	3305550	3306837	-	100	mtr
1463	mtr	3305550	3306909	-	100	mtr
1464	yrbN-deaD	3306948	3309063	-	100	yrbN-deaD
1465	sraG	3312160	3312375	+	100	sraG
1466	pnp	3309976	3312303	-	100	pnp
1467	rpsO-pnp	3309976	3312763	-	100	rpsO-pnp
1468	rpsO	3312349	3312763	-	100	rpsO
1469	rimP-nusA-infB	3314319	3319152	-	100	rimP-nusA-infB
1470	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319274	-	100	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1471	metY-rimP-nusA-infB	3314319	3319274	-	100	metY-rimP-nusA-infB
1472	metY	3319049	3319274	-	100	metY
1473	metY	3319008	3319274	-	100	metY
1474	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319352	-	100	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1475	metY	3319049	3319352	-	100	metY
1476	metY	3319008	3319352	-	100	metY
1477	argG	3319539	3320957	+	100	argG
1478	leuU	3323049	3323255	-	100	leuU
1479	secG-leuU	3323012	3323564	-	100	secG-leuU
1480	secG-leuU	3323012	3323567	-	100	secG-leuU
1481	rlmE-ftsH	3325919	3328708	-	100	rlmE-ftsH
1482	yhbY	3328736	3329060	+	100	yhbY
1483	rlmE-ftsH	3325919	3328737	-	100	rlmE-ftsH
1484	greA	3329783	3329830	-	100	greA
1485	greA	3329783	3329841	-	100	greA
1486	rplU-rpmA	3333839	3334493	-	100	rplU-rpmA
1487	rplU-rpmA-yhbE-obgE	3331559	3334493	-	100	rplU-rpmA-yhbE-obgE
1488	sfsB	3335835	3336164	+	100	sfsB
1489	ibaG-murA	3336212	3337810	-	100	ibaG-murA
1490	ibaG	3337526	3337863	-	100	ibaG
1491	mlaFEDCB	3337940	3341079	-	100	mlaFEDCB
1492	mlaFEDCB	3337940	3341098	-	100	mlaFEDCB
1493	mlaFEDCB	3337940	3341109	-	100	mlaFEDCB
1494	yrbG-kdsD	3341188	3343229	+	100	yrbG-kdsD
1495	yrbG-kdsDC-lptCAB	3341188	3345646	+	100	yrbG-kdsDC-lptCAB
1496	kdsC-lptCAB	3342696	3345646	+	100	kdsC-lptCAB
1497	kdsC-lptCAB	3342987	3345646	+	100	kdsC-lptCAB
1498	kdsC-lptCAB	3343203	3345646	+	100	kdsC-lptCAB
1499	lptAB	3344276	3345646	+	100	lptAB
1500	lptAB	3344303	3345646	+	100	lptAB
1501	lptB-rpoN-hpf-ptsN-rapZ	3344373	3348946	+	100	lptB-rpoN-hpf-ptsN-rapZ
1502	rpoN-hpf-ptsN-rapZ-npr	3345639	3349266	+	100	rpoN-hpf-ptsN-rapZ-npr
1503	yrbL	3349398	3350061	+	100	yrbL
1504	arcZ	3351554	3351674	+	100	arcZ
1505	arcB	3351666	3354026	-	100	arcB
1506	gltBDF	3355486	3362917	+	100	gltBDF
1507	nanATEK-yhcH	3369991	3374597	-	100	nanATEK-yhcH
1508	nanA	3373660	3374597	-	100	nanA
1509	dcuD	3375560	3377213	+	100	dcuD
1510	dcuD	3375743	3377213	+	100	dcuD
1511	sspAB	3377226	3378546	-	100	sspAB
1512	rplM-rpsI	3378733	3379649	-	100	rplM-rpsI
1513	yhcB	3381159	3381566	+	100	yhcB
1514	degQS	3381631	3384244	+	100	degQS
1515	degQ	3381675	3383131	+	100	degQ
1516	degQ	3381675	3383155	+	100	degQ
1517	degS	3383150	3384293	+	100	degS
1518	mdh	3384307	3385290	-	100	mdh
1519	mdh	3384307	3385447	-	100	mdh
1520	argR	3385579	3386150	+	100	argR
1521	argR	3385654	3386150	+	100	argR
1522	aaeXAB	3387198	3390407	-	100	aaeXAB
1523	aaeR	3390473	3391426	+	100	aaeR
1524	mreBCD	3399364	3402106	-	100	mreBCD
1525	mreB	3400982	3402106	-	100	mreB
1526	mreBCD	3399364	3402170	-	100	mreBCD
1527	mreB	3400982	3402170	-	100	mreB
1528	mreBCD	3399364	3402333	-	100	mreBCD
1529	mreB	3400982	3402333	-	100	mreB
1530	accBC	3406117	3408279	+	100	accBC
1531	accBC	3406149	3408279	+	100	accBC
1532	yhdT-panF-prmA	3408328	3411019	+	100	yhdT-panF-prmA
1533	dusB-fis	3411223	3412603	+	100	dusB-fis
1534	acrEF	3414679	3419154	+	100	acrEF
1535	yhdWXYZ	3419949	3424171	+	100	yhdWXYZ
1536	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	4212598	4217877	+	100	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1537	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	4212491	4217877	+	100	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1538	def-fmt	4206377	4207888	-	100	def-fmt
1539	smf	4207852	4209102	+	100	smf
1540	mscL	4203104	4203537	-	100	mscL
1541	arfA	4202865	4203094	+	100	arfA
1542	yhdN-zntR	4201992	4202833	+	100	yhdN-zntR
1543	rpsMKD-rpoA-rplQ	4199043	4201957	+	100	rpsMKD-rpoA-rplQ
1544	rpsMKD-rpoA-rplQ	4198973	4201957	+	100	rpsMKD-rpoA-rplQ
1545	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	4193316	4198920	+	100	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
1546	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4193271	+	100	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1547	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4188240	+	100	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1548	gspCDEFGHIJKLMO	4175318	4186056	-	100	gspCDEFGHIJKLMO
1549	gspAB	4186043	4188030	+	100	gspAB
1550	gspAB	4186028	4188030	+	100	gspAB
1551	gspAB	4186019	4188030	+	100	gspAB
1552	gspCDEFGHIJKLMO	4175318	4186011	-	100	gspCDEFGHIJKLMO
1553	gspCDEFGHIJKLMO	4175318	4186007	-	100	gspCDEFGHIJKLMO
1554	gspAB	4185904	4188030	+	100	gspAB
1555	chiA	4171642	4174378	+	100	chiA
1556	tufA	4169955	4171393	+	100	tufA
1557	tufA	4169814	4171393	+	100	tufA
1558	fusA-tufA	4167853	4171393	+	100	fusA-tufA
1559	rpsLG-fusA-tufA	4166917	4171393	+	100	rpsLG-fusA-tufA
1560	yheO-tusDCB	4165032	4166860	+	100	yheO-tusDCB
1561	yheO-tusDCB	4164997	4166860	+	100	yheO-tusDCB
1562	fkpA	4164039	4164931	+	100	fkpA
1563	fkpA	4164013	4164931	+	100	fkpA
1564	prkB	4156179	4157227	-	100	prkB
1565	yhfA	4155587	4156124	+	100	yhfA
1566	crp	4154746	4155585	-	100	crp
1567	crp	4154746	4155513	-	100	crp
1568	crp	4154746	4155507	-	100	crp
1569	argD	4151317	4152578	+	100	argD
1570	pabA	4150687	4151272	+	100	pabA
1571	yhfG-fic-pabA	4149890	4151272	+	100	yhfG-fic-pabA
1572	ppiA	4149203	4149813	+	100	ppiA
1573	ppiA	4149143	4149813	+	100	ppiA
1574	ppiA	4149108	4149813	+	100	ppiA
1575	ppiA	4149089	4149813	+	100	ppiA
1576	tsgA	4147789	4149019	-	100	tsgA
1577	nirBDC-cysG	4142337	4147551	-	100	nirBDC-cysG
1578	cysG	4142337	4143784	-	100	cysG
1579	cysG	4142337	4143745	-	100	cysG
1580	trpS	4127841	4128904	+	100	trpS
1581	rpe-gph-trpS	4126385	4128904	+	100	rpe-gph-trpS
1582	dam-rpe-gph-trpS	4125556	4128904	+	100	dam-rpe-gph-trpS
1583	dam-rpe-gph-trpS	4125286	4128904	+	100	dam-rpe-gph-trpS
1584	damX-dam-rpe-gph-trpS	4123938	4128904	+	100	damX-dam-rpe-gph-trpS
1585	aroKB-damX-dam-rpe-gph-trpS	4122371	4128904	+	100	aroKB-damX-dam-rpe-gph-trpS
1586	aroKB-damX-dam-rpe-gph-trpS	4122158	4128904	+	100	aroKB-damX-dam-rpe-gph-trpS
1587	mrcA	4116090	4118712	-	100	mrcA
1588	hofMNOP	4118610	4120923	+	100	hofMNOP
1589	hslRO	4110886	4112428	-	100	hslRO
1590	pck	4107098	4108859	-	100	pck
1591	ompR-envZ	4104899	4107022	+	100	ompR-envZ
1592	ompR-envZ	4104853	4107022	+	100	ompR-envZ
1593	ompR-envZ	4104831	4107022	+	100	ompR-envZ
