TU_ID	Gene_name	Start	End	Strand	Expression	Gene_description
1106	dapE-ypfN	2591338	2592740	+	100	dapE-ypfN
1107	purC	2596683	2597559	-	100	purC
1108	bamC	2597581	2598792	-	100	bamC
1109	dapA-bamC	2597581	2599562	-	100	dapA-bamC
1110	gcvR	2599584	2600256	+	100	gcvR
1111	gcvR	2599657	2600256	+	100	gcvR
1112	bcp	2600215	2600726	+	100	bcp
1113	hyfABCDEFGHIJR-focB	2600949	2614560	+	100	hyfABCDEFGHIJR-focB
1114	bepA-yfgD	2615804	2617715	+	100	bepA-yfgD
1115	bepA-yfgD	2615846	2617715	+	100	bepA-yfgD
1116	upp-uraA	2618649	2620687	-	100	upp-uraA
1117	purMN	2620931	2622650	+	100	purMN
1118	ppk-ppx	2622755	2626434	+	100	ppk-ppx
1119	pdeF	2626473	2628809	-	100	pdeF
1120	yfgG	2629031	2629259	+	100	yfgG
1121	guaBA	2630684	2633885	-	100	guaBA
1122	xseA	2633975	2635380	+	100	xseA
1123	bamB-der	2635662	2638753	-	100	bamB-der
1124	yfgM	2638441	2639148	-	100	yfgM
1125	yfgM	2638441	2639180	-	100	yfgM
1126	yfgM	2638441	2639211	-	100	yfgM
1127	hisS	2639079	2640420	-	100	hisS
1128	yfhM-pbpC	2644791	2652102	-	100	yfhM-pbpC
1129	mstA	2652169	2653117	+	100	mstA
1130	hscBA-fdx-iscX	2656284	2659302	-	100	hscBA-fdx-iscX
1131	iscRSUA	2659341	2661977	-	100	iscRSUA
1132	csiE	2665179	2666493	+	100	csiE
1133	hcaR	2667784	2668742	-	100	hcaR
1134	hcaEFCBD	2668760	2673027	+	100	hcaEFCBD
1135	glyA	2683853	2685352	-	100	glyA
1136	hmp	2685575	2686803	+	100	hmp
1137	glnB	2686848	2687219	-	100	glnB
1138	glnB	2686848	2687281	-	100	glnB
1139	glnB	2686848	2687304	-	100	glnB
1140	glrK	2689449	2690901	-	100	glrK
1141	glmY	2690935	2691118	-	100	glmY
1142	glmY	2690935	2691118	-	100	glmY
1143	purL	2691434	2695367	-	100	purL
1144	mltF	2695545	2697135	+	100	mltF
1145	pgpC-tadA	2697132	2698416	-	100	pgpC-tadA
1146	shoB	2699895	2700069	-	100	shoB
1147	ohsC	2700296	2700374	+	100	ohsC
1148	pdxJ-acpS	2700396	2701591	-	100	pdxJ-acpS
1149	rnc-era	2702259	2704001	-	100	rnc-era
1150	rnc-era-recO-pdxJ-acpS	2700396	2704001	-	100	rnc-era-recO-pdxJ-acpS
1151	lepAB	2704113	2706974	-	100	lepAB
1152	rseABC	2707100	2709410	-	100	rseABC
1153	rpoE-rseABC	2707100	2709865	-	100	rpoE-rseABC
1154	rpoE-rseABC	2707100	2709943	-	100	rpoE-rseABC
1155	rseD-rpoE-rseABC	2707100	2709964	-	100	rseD-rpoE-rseABC
1156	rseD-rpoE-rseABC	2707100	2710008	-	100	rseD-rpoE-rseABC
1157	rseD-rpoE-rseABC	2707100	2710117	-	100	rseD-rpoE-rseABC
1158	nadB	2710135	2711820	+	100	nadB
1159	rseD-rpoE-rseABC	2707100	2710171	-	100	rseD-rpoE-rseABC
1160	grcA	2715844	2716284	-	100	grcA
1161	grcA	2715844	2716301	-	100	grcA
1162	ung	2716516	2717221	+	100	ung
1163	trxC	2718453	2718932	+	100	trxC
1164	patZ	2719709	2722391	+	100	patZ
1165	rrsG-gltW-rrlG-rrfG	2725847	2731110	-	100	rrsG-gltW-rrlG-rrfG
1166	rrsG-gltW-rrlG-rrfG	2725847	2731226	-	100	rrsG-gltW-rrlG-rrfG
1167	clpB	2731378	2733983	-	100	clpB
1168	ryfD	2733931	2734073	-	100	ryfD
1169	bamD	2735739	2736661	+	100	bamD
1170	bamD	2735784	2736661	+	100	bamD
1171	raiA	2736882	2737273	+	100	raiA
1172	pheLA	2737357	2738718	+	100	pheLA
1173	aroF-tyrA	2738690	2740979	-	100	aroF-tyrA
1174	yfiR-dgcN-yfiB	2741602	2743885	+	100	yfiR-dgcN-yfiB
1175	rpsP-rimM-trmD-rplS	2743961	2746032	-	100	rpsP-rimM-trmD-rplS
1176	ffh	2745987	2747631	-	100	ffh
1177	grpE	2749893	2750525	-	100	grpE
1178	recN	2751537	2753234	+	100	recN
1179	bamE	2753264	2753724	+	100	bamE
1180	ssrA	2755364	2755733	+	100	ssrA
1181	rnlAB	2765672	2767133	+	100	rnlAB
1182	rnlA	2765684	2766769	+	100	rnlA
1183	rnlB	2766485	2767133	+	100	rnlB
1184	rnlB	2766638	2767133	+	100	rnlB
1185	ypjB	2783416	2784596	-	100	ypjB
1186	csiD-lhgO-gabDTP	2788705	2795431	+	100	csiD-lhgO-gabDTP
1187	gabDTP	2790690	2795431	+	100	gabDTP
1188	gabDTP	2790950	2795431	+	100	gabDTP
1189	kbp	2796115	2796592	-	100	kbp
1190	yqaE	2796648	2796863	-	100	yqaE
1191	yqaE-kbp	2796115	2796863	-	100	yqaE-kbp
1192	stpA	2797869	2798314	-	100	stpA
1193	stpA	2797869	2798334	-	100	stpA
1194	stpA	2797869	2798356	-	100	stpA
1195	alaE	2798862	2799391	+	100	alaE
1196	ygaM	2799899	2800253	+	100	ygaM
1197	ygaC	2799428	2800368	-	100	ygaC
1198	nrdHIEF	2800434	2804239	+	100	nrdHIEF
1199	proVWX	2804341	2807902	+	100	proVWX
1200	proVWX	2804377	2807902	+	100	proVWX
1201	proVWX	2804533	2807902	+	100	proVWX
1202	mprA-emrAB	2810525	2813932	+	100	mprA-emrAB
1203	micA	2814580	2814651	+	100	micA
1204	luxS	2813996	2814594	-	100	luxS
1205	luxS	2813996	2814843	-	100	luxS
1206	serV-argVYZQ	2817562	2818475	-	100	serV-argVYZQ
1207	csrA	2818739	2818967	-	100	csrA
1208	csrA	2818739	2818976	-	100	csrA
1209	csrA	2818739	2819051	-	100	csrA
1210	csrA	2818739	2819148	-	100	csrA
1211	csrA	2818739	2819151	-	100	csrA
1212	alaS	2819159	2821868	-	100	alaS
1213	recAX	2821917	2823597	-	100	recAX
1214	recA	2822448	2823597	-	100	recA
1215	pncC	2823627	2824172	-	100	pncC
1216	srlAEBD-gutM-srlR-gutQ	2825569	2830556	+	100	srlAEBD-gutM-srlR-gutQ
1217	srlR	2828638	2829598	+	100	srlR
1218	norR	2830553	2832085	-	100	norR
1219	norVW	2832217	2834823	+	100	norVW
1220	hypF	2834951	2837792	-	100	hypF
1221	hypF	2834951	2837883	-	100	hypF
1222	hydN-hypF	2834951	2837910	-	100	hydN-hypF
1223	ascFB	2839207	2842192	+	100	ascFB
1224	ascB	2840720	2842192	+	100	ascB
1225	hycABCDEFGHI	2842255	2850239	-	100	hycABCDEFGHI
1226	hypABCDE	2850405	2854099	+	100	hypABCDE
1227	hypABCDE-fhlA	2850405	2856194	+	100	hypABCDE-fhlA
1228	hypBCDE	2850617	2854099	+	100	hypBCDE
1229	hypBCDE-fhlA	2850617	2856194	+	100	hypBCDE-fhlA
1230	ygbA	2856231	2856606	-	100	ygbA
1231	mutS	2856797	2859432	+	100	mutS
1232	ygbK	2861975	2863279	+	100	ygbK
1233	rpoS	2866337	2867345	-	100	rpoS
1234	rpoS	2866337	2867385	-	100	rpoS
1235	rpoS	2866337	2867432	-	100	rpoS
1236	rpoS	2866337	2867502	-	100	rpoS
1237	rpoS	2866337	2867896	-	100	rpoS
1238	nlpD-rpoS	2866337	2868560	-	100	nlpD-rpoS
1239	nlpD-rpoS	2866337	2868607	-	100	nlpD-rpoS
1240	umpG-pcm	2868671	2870464	-	100	umpG-pcm
1241	cysDNC	2873012	2876146	-	100	cysDNC
1242	cas2	2878347	2878693	-	100	cas2
1243	casABCDE12	2878347	2884097	-	100	casABCDE12
1244	cysJIH	2887356	2891742	-	100	cysJIH
1245	eno	2906421	2907746	-	100	eno
1246	eno	2906421	2907796	-	100	eno
1247	eno	2906421	2907930	-	100	eno
1248	eno	2906421	2908452	-	100	eno
1249	eno	2906421	2908480	-	100	eno
1250	eno	2906421	2908624	-	100	eno
1251	pyrG-eno	2906421	2909491	-	100	pyrG-eno
1252	pyrG-eno	2906421	2909495	-	100	pyrG-eno
1253	pyrG-eno	2906421	2909575	-	100	pyrG-eno
1254	mazEFG	2909672	2911133	-	100	mazEFG
1255	mazEFG	2909672	2911146	-	100	mazEFG
1256	relA	2911195	2913478	-	100	relA
1257	relA-mazEF	2910534	2913607	-	100	relA-mazEF
1258	relA-mazEF	2910534	2914055	-	100	relA-mazEF
1259	relA	2911195	2914096	-	100	relA
1260	rlmD	2913477	2914821	-	100	rlmD
1261	csrB	2923944	2924302	-	100	csrB
1262	queF	2925099	2925974	+	100	queF
1263	fucAO	2931643	2933632	-	100	fucAO
1264	fucPIKUR	2933897	2939877	+	100	fucPIKUR
1265	gcvA	2941428	2942417	-	100	gcvA
1266	gcvB	2942474	2942678	+	100	gcvB
1267	metZWV	2947160	2947495	+	100	metZWV
1268	metZWV	2947160	2947534	+	100	metZWV
1269	argA	2948934	2950351	+	100	argA
1270	ptrA	2955774	2958789	-	100	ptrA
1271	ptrA-recBD	2950413	2958789	-	100	ptrA-recBD
1272	recC	2958838	2962285	-	100	recC
1273	ppdAB-ygdB-ppdC-recC	2958838	2963998	-	100	ppdAB-ygdB-ppdC-recC
1274	thyA	2964098	2965032	-	100	thyA
1275	lgt-thyA	2964098	2965899	-	100	lgt-thyA
1276	lgt	2964844	2965899	-	100	lgt
1277	rppH-ptsP	2965966	2968771	-	100	rppH-ptsP
1278	omrA	2975880	2975967	-	100	omrA
1279	omrB	2976082	2976163	-	100	omrB
1280	galR	2976347	2977408	+	100	galR
1281	lysR	2978728	2979734	+	100	lysR
1282	lysA	2977415	2978729	-	100	lysA
1283	araE	2980542	2981986	-	100	araE
1284	araE-ygeA	2979721	2981986	-	100	araE-ygeA
1285	ygeH	2991657	2993248	+	100	ygeH
1286	glyU	2998762	2998842	-	100	glyU
1287	xdhABC	3000035	3003746	+	100	xdhABC
1288	xdhABC	3000043	3003746	+	100	xdhABC
1289	ygeV	3003786	3005625	-	100	ygeV
1290	ygfK-ssnA	3015770	3020267	+	100	ygfK-ssnA
1291	ssnA	3018728	3020300	+	100	ssnA
1292	dsbC	3037890	3038612	-	100	dsbC
1293	dsbC-recJ-prfB	3034962	3039411	-	100	dsbC-recJ-prfB
1294	fldB	3039600	3040154	+	100	fldB
1295	xerD-dsbC-recJ	3036151	3039629	-	100	xerD-dsbC-recJ
1296	sdhE-ygfX	3040194	3040877	-	100	sdhE-ygfX
1297	ygfZ	3041060	3042071	+	100	ygfZ
1298	gcvTHP	3045904	3050550	-	100	gcvTHP
1299	ygfB-pepP-ubiHI	3050826	3055251	-	100	ygfB-pepP-ubiHI
1300	ssrS-fau	3055537	3056567	+	100	ssrS-fau
1301	ssrS	3055537	3056061	+	100	ssrS
1302	ssrS-fau	3055752	3056567	+	100	ssrS-fau
1303	ssrS	3055752	3056061	+	100	ssrS
1304	sibC	3056629	3056769	+	100	sibC
1305	serA	3056956	3058234	-	100	serA
1306	serA	3056956	3058327	-	100	serA
1307	rpiA	3058422	3059131	-	100	rpiA
1308	argP	3059508	3060458	+	100	argP
1309	yggE	3067118	3067904	-	100	yggE
1310	yggE	3067118	3067963	-	100	yggE
1311	argO	3067951	3068614	-	100	argO
1312	mscS	3068725	3069649	-	100	mscS
1313	pgk	3071209	3072426	-	100	pgk
1314	pgk-fbaA	3069943	3072426	-	100	pgk-fbaA
1315	pgk	3071209	3072513	-	100	pgk
1316	pgk-fbaA	3069943	3072513	-	100	pgk-fbaA
1317	pgk-fbaA	3069943	3072635	-	100	pgk-fbaA
1318	pgk	3071209	3072635	-	100	pgk
1319	epd-pgk	3071209	3073601	-	100	epd-pgk
1320	epd-pgk-fbaA	3069943	3073601	-	100	epd-pgk-fbaA
1321	tktA	3079422	3081485	-	100	tktA
1322	loiP	3081670	3082449	+	100	loiP
1323	speB	3082655	3083724	-	100	speB
1324	speAB	3082655	3085826	-	100	speAB
1325	metK	3086355	3087638	+	100	metK
1326	galP	3088033	3089456	+	100	galP
1327	endA	3090053	3090901	+	100	endA
1328	endA	3090053	3090890	+	100	endA
1329	endA	3090105	3090901	+	100	endA
1330	endA	3090105	3090890	+	100	endA
1331	rdgB-yggW	3096398	3098181	+	100	rdgB-yggW
1332	ansB	3099432	3100529	-	100	ansB
1333	ansB	3099432	3100568	-	100	ansB
1334	yggN	3100682	3101418	-	100	yggN
1335	yggN	3100682	3101522	-	100	yggN
1336	yggN	3100682	3101576	-	100	yggN
1337	mutY-yggX-mltC-nupG	3102689	3106748	+	100	mutY-yggX-mltC-nupG
1338	mutY-yggX	3102689	3104146	+	100	mutY-yggX
1339	mutY-yggX-mltC	3102689	3105290	+	100	mutY-yggX-mltC
1340	mutY-yggX-mltC-nupG	3102766	3106748	+	100	mutY-yggX-mltC-nupG
1341	mutY-yggX	3102766	3104146	+	100	mutY-yggX
1342	mutY-yggX-mltC	3102766	3105290	+	100	mutY-yggX-mltC
1343	yggX-mltC-nupG	3103771	3106748	+	100	yggX-mltC-nupG
1344	yggX	3103771	3104146	+	100	yggX
1345	yggX-mltC	3103771	3105290	+	100	yggX-mltC
1346	nupG	3105429	3106748	+	100	nupG
1347	speC	3106798	3108953	-	100	speC
1348	pheV	3110143	3110255	+	100	pheV
1349	yghF	3111832	3112677	-	100	yghF
1350	glcDEFGBA	3119375	3127854	-	100	glcDEFGBA
1351	glcC	3127984	3128814	+	100	glcC
1352	pitB	3134650	3136181	-	100	pitB
1353	gss	3136441	3138388	-	100	gss
1354	yghU	3138478	3139371	+	100	yghU
1355	hybOABCDEFG	3139494	3146141	-	100	hybOABCDEFG
1356	exbD	3150330	3151168	-	100	exbD
1357	exbBD	3150330	3151792	-	100	exbBD
1358	metC	3151853	3153201	+	100	metC
1359	yghB	3153307	3154000	+	100	yghB
1360	yqhD-dkgA	3155080	3157228	+	100	yqhD-dkgA
1361	dkgA	3156349	3157228	+	100	dkgA
1362	yqhG	3157323	3158354	+	100	yqhG
1363	mqsRA	3167629	3168340	-	100	mqsRA
1364	mqsRA	3167629	3168431	-	100	mqsRA
1365	qseBC	3169527	3171611	+	100	qseBC
1366	qseBC	3169579	3171611	+	100	qseBC
1367	ygiZ	3171657	3172101	-	100	ygiZ
1368	tolC-ygiABC	3177782	3181359	+	100	tolC-ygiABC
1369	tolC-ygiABC	3177790	3181359	+	100	tolC-ygiABC
1370	tolC-ygiABC	3177840	3181359	+	100	tolC-ygiABC
1371	tolC-ygiABC	3177852	3181359	+	100	tolC-ygiABC
1372	zupT	3182211	3183101	+	100	zupT
1373	sroG-ribB	3184256	3184496	-	100	sroG-ribB
1374	insC-5CD-5D-5-yqiGHI	3185818	3191474	+	100	insC-5CD-5D-5-yqiGHI
1375	glgS	3191494	3191780	-	100	glgS
1376	glgS	3191494	3191790	-	100	glgS
1377	sibD	3194499	3194643	-	100	sibD
1378	sibE	3194875	3195018	-	100	sibE
1379	ygiM-cca	3200820	3202907	+	100	ygiM-cca
1380	ygiM	3200882	3201605	+	100	ygiM
1381	bacA	3203088	3203953	-	100	bacA
1382	ttdR	3205102	3206158	-	100	ttdR
1383	ttdABT	3206202	3209265	+	100	ttdABT
1384	rpsU-dnaG-rpoD	3210424	3214740	+	100	rpsU-dnaG-rpoD
1385	rpsU	3210424	3210850	+	100	rpsU
1386	rpsU-dnaG-rpoD	3210490	3214740	+	100	rpsU-dnaG-rpoD
1387	rpsU-dnaG-rpoD	3210513	3214740	+	100	rpsU-dnaG-rpoD
1388	rpoD	3212251	3214740	+	100	rpoD
1389	rpoD	3212415	3214740	+	100	rpoD
1390	rpoD	3212466	3214740	+	100	rpoD
1391	rpoD	3212471	3214666	+	100	rpoD
1392	ileX	3215375	3215451	+	100	ileX
1393	yqjH	3215505	3216316	-	100	yqjH
1394	yqjI	3216531	3217180	+	100	yqjI
1395	aer	3217334	3218898	-	100	aer
1396	patA	3219236	3220651	+	100	patA
1397	ebgR	3221215	3222227	+	100	ebgR
1398	ebgAC	3222329	3225949	+	100	ebgAC
1399	fadH	3231402	3233461	+	100	fadH
1400	higBA	3233506	3234258	-	100	higBA
1401	ygjR	3237060	3238075	+	100	ygjR
1402	sstT	3239641	3240966	+	100	sstT
1403	uxaCA	3241605	3244621	-	100	uxaCA
1404	uxaCA	3241605	3244635	-	100	uxaCA
1405	exuT	3244780	3246300	+	100	exuT
1406	exuT	3244821	3246300	+	100	exuT
1407	exuR	3246396	3247206	+	100	exuR
1408	yqjA-mzrA	3247326	3248600	+	100	yqjA-mzrA
1409	yqjA-mzrA	3247421	3248600	+	100	yqjA-mzrA
1410	tdcABCDEFG	3263451	3268070	-	100	tdcABCDEFG
1411	rnpB	3270939	3271569	-	100	rnpB
1412	rnpB	3271052	3271569	-	100	rnpB
1413	rnpB	3271165	3271569	-	100	rnpB
1414	garPLRK-rnpB	3270936	3275911	-	100	garPLRK-rnpB
1415	prlF-yhaV	3277949	3278778	+	100	prlF-yhaV
1416	agaR	3278833	3279680	-	100	agaR
1417	kbaZ-agaVWA	3279843	3282602	+	100	kbaZ-agaVWA
1418	agaS-kbaY-agaBCDI	3282866	3288002	+	100	agaS-kbaY-agaBCDI
1419	yraP	3297049	3297961	+	100	yraP
1420	yraP	3297326	3297961	+	100	yraP
1421	yraR	3299188	3299874	-	100	yraR
1422	yhbTS	3301232	3302278	-	100	yhbTS
1423	yhbTS	3301232	3302345	-	100	yhbTS
1424	mtr	3305550	3306837	-	100	mtr
1425	mtr	3305550	3306909	-	100	mtr
1426	yrbN-deaD	3306948	3309063	-	100	yrbN-deaD
1427	sraG	3312160	3312375	+	100	sraG
1428	pnp	3309976	3312303	-	100	pnp
1429	rpsO-pnp	3309976	3312763	-	100	rpsO-pnp
1430	rpsO	3312349	3312763	-	100	rpsO
1431	rimP-nusA-infB	3314319	3319152	-	100	rimP-nusA-infB
1432	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319274	-	100	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1433	metY-rimP-nusA-infB	3314319	3319274	-	100	metY-rimP-nusA-infB
1434	metY	3319049	3319274	-	100	metY
1435	metY	3319008	3319274	-	100	metY
1436	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	3309976	3319352	-	100	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp
1437	metY	3319049	3319352	-	100	metY
1438	metY	3319008	3319352	-	100	metY
1439	argG	3319539	3320957	+	100	argG
1440	leuU	3323049	3323255	-	100	leuU
1441	secG-leuU	3323012	3323564	-	100	secG-leuU
1442	secG-leuU	3323012	3323567	-	100	secG-leuU
1443	rlmE-ftsH	3325919	3328708	-	100	rlmE-ftsH
1444	yhbY	3328736	3329060	+	100	yhbY
1445	rlmE-ftsH	3325919	3328737	-	100	rlmE-ftsH
1446	greA	3329783	3329830	-	100	greA
1447	greA	3329783	3329841	-	100	greA
1448	rplU-rpmA	3333839	3334493	-	100	rplU-rpmA
1449	rplU-rpmA-yhbE-obgE	3331559	3334493	-	100	rplU-rpmA-yhbE-obgE
1450	sfsB	3335835	3336164	+	100	sfsB
1451	ibaG-murA	3336212	3337810	-	100	ibaG-murA
1452	ibaG	3337526	3337863	-	100	ibaG
1453	mlaFEDCB	3337940	3341079	-	100	mlaFEDCB
1454	mlaFEDCB	3337940	3341098	-	100	mlaFEDCB
1455	mlaFEDCB	3337940	3341109	-	100	mlaFEDCB
1456	yrbG-kdsD	3341188	3343229	+	100	yrbG-kdsD
1457	yrbG-kdsDC-lptCAB	3341188	3345646	+	100	yrbG-kdsDC-lptCAB
1458	kdsC-lptCAB	3342696	3345646	+	100	kdsC-lptCAB
1459	kdsC-lptCAB	3342987	3345646	+	100	kdsC-lptCAB
1460	kdsC-lptCAB	3343203	3345646	+	100	kdsC-lptCAB
1461	lptAB	3344276	3345646	+	100	lptAB
1462	lptAB	3344303	3345646	+	100	lptAB
1463	lptB-rpoN-hpf-ptsN-rapZ	3344373	3348946	+	100	lptB-rpoN-hpf-ptsN-rapZ
1464	rpoN-hpf-ptsN-rapZ-npr	3345639	3349266	+	100	rpoN-hpf-ptsN-rapZ-npr
1465	yrbL	3349398	3350061	+	100	yrbL
1466	arcZ	3351554	3351674	+	100	arcZ
1467	arcB	3351666	3354026	-	100	arcB
1468	gltBDF	3355486	3362917	+	100	gltBDF
1469	nanATEK-yhcH	3369991	3374597	-	100	nanATEK-yhcH
1470	nanA	3373660	3374597	-	100	nanA
1471	dcuD	3375560	3377213	+	100	dcuD
1472	dcuD	3375743	3377213	+	100	dcuD
1473	sspAB	3377226	3378546	-	100	sspAB
1474	rplM-rpsI	3378733	3379649	-	100	rplM-rpsI
1475	yhcB	3381159	3381566	+	100	yhcB
1476	degQS	3381631	3384244	+	100	degQS
1477	degQ	3381675	3383131	+	100	degQ
1478	degQ	3381675	3383155	+	100	degQ
1479	degS	3383150	3384293	+	100	degS
1480	mdh	3384307	3385290	-	100	mdh
1481	mdh	3384307	3385447	-	100	mdh
1482	argR	3385579	3386150	+	100	argR
1483	argR	3385654	3386150	+	100	argR
1484	aaeXAB	3387198	3390407	-	100	aaeXAB
1485	aaeR	3390473	3391426	+	100	aaeR
1486	mreBCD	3399364	3402106	-	100	mreBCD
1487	mreB	3400982	3402106	-	100	mreB
1488	mreBCD	3399364	3402170	-	100	mreBCD
1489	mreB	3400982	3402170	-	100	mreB
1490	mreBCD	3399364	3402333	-	100	mreBCD
1491	mreB	3400982	3402333	-	100	mreB
1492	accBC	3406117	3408279	+	100	accBC
1493	accBC	3406149	3408279	+	100	accBC
1494	yhdT-panF-prmA	3408328	3411019	+	100	yhdT-panF-prmA
1495	dusB-fis	3411223	3412603	+	100	dusB-fis
1496	acrEF	3414679	3419154	+	100	acrEF
1497	yhdWXYZ	3419949	3424171	+	100	yhdWXYZ
1498	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	4212598	4217877	+	100	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1499	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	4212491	4217877	+	100	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF
1500	def-fmt	4206377	4207888	-	100	def-fmt
1501	smf	4207852	4209102	+	100	smf
1502	mscL	4203104	4203537	-	100	mscL
1503	arfA	4202865	4203094	+	100	arfA
1504	yhdN-zntR	4201992	4202833	+	100	yhdN-zntR
1505	rpsMKD-rpoA-rplQ	4199043	4201957	+	100	rpsMKD-rpoA-rplQ
1506	rpsMKD-rpoA-rplQ	4198973	4201957	+	100	rpsMKD-rpoA-rplQ
1507	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	4193316	4198920	+	100	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ
1508	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4193271	+	100	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1509	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	4188096	4188240	+	100	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ
1510	gspCDEFGHIJKLMO	4175318	4186056	-	100	gspCDEFGHIJKLMO
1511	gspAB	4186043	4188030	+	100	gspAB
1512	gspAB	4186028	4188030	+	100	gspAB
1513	gspAB	4186019	4188030	+	100	gspAB
1514	gspCDEFGHIJKLMO	4175318	4186011	-	100	gspCDEFGHIJKLMO
1515	gspCDEFGHIJKLMO	4175318	4186007	-	100	gspCDEFGHIJKLMO
1516	gspAB	4185904	4188030	+	100	gspAB
1517	chiA	4171642	4174378	+	100	chiA
1518	tufA	4169955	4171393	+	100	tufA
1519	tufA	4169814	4171393	+	100	tufA
1520	fusA-tufA	4167853	4171393	+	100	fusA-tufA
1521	rpsLG-fusA-tufA	4166917	4171393	+	100	rpsLG-fusA-tufA
1522	yheO-tusDCB	4165032	4166860	+	100	yheO-tusDCB
1523	yheO-tusDCB	4164997	4166860	+	100	yheO-tusDCB
1524	fkpA	4164039	4164931	+	100	fkpA
1525	fkpA	4164013	4164931	+	100	fkpA
1526	prkB	4156179	4157227	-	100	prkB
1527	yhfA	4155587	4156124	+	100	yhfA
1528	crp	4154746	4155585	-	100	crp
1529	crp	4154746	4155513	-	100	crp
1530	crp	4154746	4155507	-	100	crp
1531	argD	4151317	4152578	+	100	argD
1532	pabA	4150687	4151272	+	100	pabA
1533	yhfG-fic-pabA	4149890	4151272	+	100	yhfG-fic-pabA
1534	ppiA	4149203	4149813	+	100	ppiA
1535	ppiA	4149143	4149813	+	100	ppiA
1536	ppiA	4149108	4149813	+	100	ppiA
1537	ppiA	4149089	4149813	+	100	ppiA
1538	tsgA	4147789	4149019	-	100	tsgA
1539	nirBDC-cysG	4142337	4147551	-	100	nirBDC-cysG
1540	cysG	4142337	4143784	-	100	cysG
1541	cysG	4142337	4143745	-	100	cysG
1542	trpS	4127841	4128904	+	100	trpS
1543	rpe-gph-trpS	4126385	4128904	+	100	rpe-gph-trpS
1544	dam-rpe-gph-trpS	4125556	4128904	+	100	dam-rpe-gph-trpS
1545	dam-rpe-gph-trpS	4125286	4128904	+	100	dam-rpe-gph-trpS
1546	damX-dam-rpe-gph-trpS	4123938	4128904	+	100	damX-dam-rpe-gph-trpS
1547	aroKB-damX-dam-rpe-gph-trpS	4122371	4128904	+	100	aroKB-damX-dam-rpe-gph-trpS
1548	aroKB-damX-dam-rpe-gph-trpS	4122158	4128904	+	100	aroKB-damX-dam-rpe-gph-trpS
1549	mrcA	4116090	4118712	-	100	mrcA
1550	hofMNOP	4118610	4120923	+	100	hofMNOP
1551	hslRO	4110886	4112428	-	100	hslRO
1552	pck	4107098	4108859	-	100	pck
1553	ompR-envZ	4104899	4107022	+	100	ompR-envZ
1554	ompR-envZ	4104853	4107022	+	100	ompR-envZ
1555	ompR-envZ	4104831	4107022	+	100	ompR-envZ
1556	ompR-envZ	4104783	4107022	+	100	ompR-envZ
1557	feoABC	4098574	4101481	-	100	feoABC
1558	yhgH-nfuA	4095339	4096871	-	100	yhgH-nfuA
1559	bioH	4096680	4097464	+	100	bioH
1560	nfuA	4095339	4096080	-	100	nfuA
1561	nfuA	4095339	4095942	-	100	nfuA
1562	gntT	4093663	4095133	-	100	gntT
1563	gntT	4093663	4095092	-	100	gntT
1564	gntT	4093663	4095089	-	100	gntT
1565	malQ	4091139	4093552	+	100	malQ
1566	malPQ	4089028	4093552	+	100	malPQ
1567	malT	4085718	4088514	-	100	malT
1568	rtcBA	4083431	4085705	+	100	rtcBA
1569	glpR	4080781	4081784	+	100	glpR
1570	glpR	4080646	4081784	+	100	glpR
1571	glpGR	4080057	4081784	+	100	glpGR
1572	glpEGR	4079688	4081784	+	100	glpEGR
1573	glpD	4078019	4079566	-	100	glpD
1574	glgAP	4073145	4077403	+	100	glgAP
1575	glgCAP	4072148	4077403	+	100	glgCAP
1576	glgCAP	4072082	4077403	+	100	glgCAP
1577	glgCAP	4071966	4077403	+	100	glgCAP
1578	glgBXCAP	4067880	4077403	+	100	glgBXCAP
1579	gntKU	4063892	4065849	+	100	gntKU
1580	gntK	4063892	4064531	+	100	gntK
1581	gntR	4062719	4063915	+	100	gntR
1582	gntR	4062675	4063915	+	100	gntR
1583	gntR	4062657	4063915	+	100	gntR
1584	ryhB	4060521	4060610	+	100	ryhB
1585	yhhY	4059911	4060426	-	100	yhhY
1586	ugpBAECQ	4049159	4054167	+	100	ugpBAECQ
1587	ugpBAECQ	4049111	4054167	+	100	ugpBAECQ
1588	livKHMGF	4043807	4048813	+	100	livKHMGF
1589	livKHMGF	4043782	4048813	+	100	livKHMGF
1590	livJ	4041775	4042982	+	100	livJ
